album_id,album_name,release_date,label,copyrights
spotify:album:3gORsZp3xSbkN1ymRNonp1,Slippery When Wet,1986-01-01,Universal Music Group,"C © 1986 The Island Def Jam Music Group, P ℗ 1986 The Island Def Jam Music Group"
spotify:album:0BuH2TBfQTkPyMlYex6B1M,"Modern Sounds in Country and Western Music, Vols 1 & 2",2009-06-02,Concord Music Group Inc.,"C (C) 2009 Concord Music Group Inc., P (P) 2009 The Ray Charles Foundation under license to Concord Music Group"
spotify:album:3cc9LPeZ2WB7qtMuGbkwbG,Celebration,2009-09-18,Warner Records,"C © 2009 Warner Records Inc., P 2007 ℗ 2009 This Compilation P2009 Warner Records Inc."
spotify:album:6Ps0kbvAjuz75uK0uuZzWa,Prayer in C,2014-05-16,WM Germany,"C © 2014 Choke Industry / Tonspiel under exclusive license to Warner Music Group Germany Holding GmbH, P ℗ 2014 Choke Industry / Tonspiel under exclusive license to Warner Music Group Germany Holding GmbH"
spotify:album:1UI3JDMQjAsDRqbx5K9x9w,Wingspan (UK Version),2001-05-07,Universal Music Group International,"C © 2001 MPL Communications Inc/Ltd, under exclusive license to Universal Music Enterprises, a Division of UMG Recordings, Inc., P ℗ 2001 MPL Communications Inc/Ltd, under exclusive license to Universal Music Enterprises, a Division of UMG Recordings, Inc."
spotify:album:0PrcwzkQVEy4y6JPvT5bix,Sixpence None the Richer,1997-11-22,Word Entertainment,"C 1996 Squint Entertainment, P 1996 Squint Entertainment"
spotify:album:6z2DcDUUUdplZXRlPBPE8y,Rush,2007-05-26,Sony Music Entertainment,P (P) 2007 SONY BMG MUSIC ENTERTAINMENT (AUSTRALIA) PTY LIMITED
spotify:album:03VcQnLXi87fGVXpt7pv45,Lift,2005-10-16,Sony BMG Music Entertainment,P (P) 2005 SONY BMG MUSIC ENTERTAINMENT (AUSTRALIA) PTY LIMITED
spotify:album:5BTIfPPssXalWtt6PubB9K,Strong As Steel,1990-10-22,Positive Dream,"C 1996 Positive Dream, P 1996 Positive Dream"
spotify:album:5nSlB8V3M3DgsRA4hvv9PS,UK Records 80 Great Hits from the 60s & 70s,2013-11-11,Revvolution,"C 2013 Revvolution, P 2013 Revvolution"
spotify:album:254KTnBJzIQAgvpTZXQRrO,Dreams Are Ten A Penny,2009-01-16,AKASA Records,"C 2009 AKASA Records, P 2009 AKASA Records"
spotify:album:4QQWpCEX4BxMXwRQmtkKY6,Hold Me Closer,2022-08-26,EMI,"C © 2022 HST Global Limited, under exclusive licence to Mercury Records Limited, P ℗ 2022 HST Global Limited, under exclusive licence to Mercury Records Limited"
spotify:album:1tyRBkdV5ZVsHSHTLuuNgk,Saga All Stars: R-O-C-K / Selected Singles 1954-55,2007-08-20,Saga,"C 2007 Saga Sarl, P 2007 Saga Sarl"
spotify:album:4WnOooVDcsps8nst9sWM4n,The Golden Collection,2017-04-04,CMR Records International Pty Ltd,"C 2017 CMR Records International Pty Ltd, P 2017 CMR Records International Pty Ltd"
spotify:album:3PO9OtQdvCDJN8zDLtZiYd,Greatest Hits,1998-01-01,2Pac Greatest Hits,"C © 1998 Death Row Records/Interscope Records, P This Compilation ℗ 1998 Death Row Records/Interscope Records"
spotify:album:0fSvQOkU8rRgcsW6MerdVw,Juice Newton's Greatest Hits,1988-10-19,Capitol Nashville,"C © 1998 Capitol Records Nashville, P This Compilation ℗ 1998 Capitol Records Nashville"
spotify:album:2Nj9YgW5fgFbnGv8xO6tek,Greatest Hits,2005-01-01,Universal Music Group,"C © 2005 Universal Music Australia Pty Ltd., P ℗ 2005 Universal Music Australia Pty Ltd."
spotify:album:6AHKwe8On9u6oU3XWV3Sb3,Winter Songs,2009-01-01,Universal Music Group,"C © 2009 Polydor Ltd. (UK), P ℗ 2009 Polydor Ltd. (UK)"
spotify:album:0QNluXFRHFyRVDiBHXmstK,Too Rye Ay,1982-08,Universal Special Markets,"C © 2002 Mercury Records Limited, P ℗ 2002 Mercury Records Limited"
spotify:album:3HA1Ru1gEAgaxTywkJmBOL,Congratulations,2010-04-09,Columbia,P (P) 2010 Sony Music Entertainment
spotify:album:4Txd0wc4WAgnoxXx0SLAlw,After the Afterparty (feat. Lil Yachty),2016-10-28,Atlantic Records UK,"C © 2016 Asylum Records UK, a division of Atlantic Records UK. A Warner Music Group Company., P ℗ 2016 Asylum Records UK, a division of Atlantic Records UK. A Warner Music Group Company."
spotify:album:0bVfTg2mqWdasgCSMpclTN,Total Girl - Totally Stylin',2009-01-01,Universal Music Australia Pty. Ltd.,"C © 2009 Universal Music Australia Pty Ltd., P This Compilation ℗ 2009 Universal Music Australia Pty Ltd."
spotify:album:2JgVVnno2fzdmV1BqwdQBi,Jealous,2014-11-21,Syco Music,P (P) 2014 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited
spotify:album:3WT6Pmpij6wE5mQX3oVdD6,Tommy Roe,1977-01-01,San Juan Music,"C 2013 San Juan Music, P 1977 ABKCO Music Inc / Mother Bertha Music Inc / Trio Music Co Inc / Universal Songs Of Polygram International Inc"
spotify:album:6iVOz2hudE6dv5Yrcsw2c9,Goats Head Soup (Remastered 2009),1973-08-31,Polydor Records,"C © 2009 Promotone B.V., under exclusive licence to Universal International Music B.V.under exclusive licence to Universal International Music B.V., P ℗ 2009 Promotone B.V., under exclusive licence to Universal International Music B.V."
spotify:album:16QapBbCMXHEekBXfUCiKp,Honey - The Best of Bobby Goldsboro,1991,Capitol Nashville,"C (C) 1991 Capitol Records, Inc., P Compilation (P) 1991 Capitol Records Nashville. All rights reserved. Unauthorized reproduction is a violation of applicable laws. Manufactured by Nashville Catalog,"
spotify:album:1xggz8B9x1lEJUHb0QMEuX,Desperate,1983-01-01,Chrysalis\EMI Records (USA),"C © 1983 Capitol Records LLC, P ℗ 1983 Capitol Records LLC"
spotify:album:0PT5m6hwPRrpBwIHVnvbFX,Help! (Remastered),1965-08-06,EMI Catalogue,"C © 2015 Apple Corps Ltd, P ℗ 2015 Calderstone Productions Limited (a division of Universal Music Group)"
spotify:album:6PTPDE5KLE3IeCcqiz0712,Gracie Productions Presents: Hip Hop Volume 1,2012-10-29,Gracie Productions,"C 2012 Gracie Productions, P 2012 Gracie Productions"
spotify:album:6AZv3m27uyRxi8KyJSfUxL,Pablo Honey (Collector's Edition),1993-04-23,Parlophone UK,"C © 2009 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2009 Parlophone Records Ltd, a Warner Music Group Company"
spotify:album:71gXuMqf36aLDWLwk1YTjR,#Beautiful,2013-07-18,Universal Music Group,"C © 2013 The Island Def Jam Music Group and Mariah Carey, P ℗ 2013 The Island Def Jam Music Group and Mariah Carey"
spotify:album:27rTUUNLERkGxzXxBr1d1u,Of A Simple Man,1972,Rhino Atlantic,"C © 1972 Big Tree Records, a label of Atlantic Recording Corp., P ℗ 1972 Big Tree Records, a label of Atlantic Recording Corp."
spotify:album:5BuNpg3ERtl34N7zHbmC1S,Sweet Distorted Holiday,1998,WM Australia,"C © 1998 WARNER MUSIC AUSTRALIA PTY LIMITED, P ℗ 1998 WARNER MUSIC AUSTRALIA PTY LIMITED"
spotify:album:2DfD7akAMzjEjLmQDSf6XG,Shot Caller,2009-01-01,Universal Music Australia Pty. Ltd.,"C © 2009 Spinnin' Records, P ℗ 2009 Spinnin' Records"
spotify:album:1WrRZyps2d68wUdyKlLjNC,1000x,2016-06-17,Universal Music Australia Pty. Ltd.,"C © 2016 Dryden Street Ltd, P ℗ 2016 Dryden Street Ltd"
spotify:album:3YdFToTF5Mr2HLx7zRUIQA,His Band and the Street Choir,1970-11-15,Rhino/Warner Records,"C © 2004 Warner Records Inc. Manufactured & Marketed by Warner Strategic Marketing., P ℗ 2004 Warner Records Inc. Manufactured & Marketed by Warner Strategic Marketing."
spotify:album:3I9Z1nDCL4E0cP62flcbI5,Appetite For Destruction,1987-07-21,Guns N Roses P&D,"C © 1987 The David Geffen Company, P ℗ 1987 UMG Recordings, Inc."
spotify:album:7EtK7XiObsZGF6oBKLrvKH,The Reason,2004-04-27,Mercury Records,"C © 2004 UMG Recordings Inc., P ℗ 2004 UMG Recordings Inc."
spotify:album:4b6Si351g8brcy6TtHFn13,Peace Is The Mission,2015-06-01,WM Singapore,"C © 2015 Downtown Music LLC. Licensed exclusive to Warner Music Singapore for South East Asia., P ℗ 2015 Downtown Music LLC. Licensed exclusive to Warner Music Singapore for South East Asia."
spotify:album:2MH37enG6IPvNK5QFLyKes,Whitney Houston,1985-02-14,Arista,"P (P) 1985 Arista Records, Inc."
spotify:album:3eEmD5Akx76Cj1Mnlid4pV,Together (Bonus Track Version),1974-01-01,Crimson,"C (C) 2018 Demon Music Group Ltd., P (P) 1974 Laurence Myers Ltd."
spotify:album:4zXbBABLuCKuohCc2RPq3I,Polyester Embassy,2000-11-07,Vicious,"C 2000 Vicious, a division of Vicious Recordings Pty Ltd, P 2000 Vicious, a division of Vicious Recordings Pty Ltd"
spotify:album:2h9Ghq18NEk2KZJPqs2x4o,At The Mountains Of Madness,1971,WM Australia,"C © 1992 Festival Records, P ℗ 1971 Festival Records"
spotify:album:6K5RX7xasf8WdeQjapsThS,BEN,2023-03-03,Bendo LLC,"C © 2023 Bendo, LLC, P ℗ 2023 Bendo, LLC"
spotify:album:7Mh8CYqJA6spKg5bcE3GzM,Fallin' For You,2009-01-01,Universal Records,"C (C) 2009 Universal Republic Records, a division of UMG Recordings, Inc., P (P) 2009 Universal Republic Records, a division of UMG Recordings, Inc."
spotify:album:4dB2uBf7IEazBMreDVZmB2,Reggatta De Blanc (Remastered),1979-10-02,Universal Music Group,"C © 2003 A&M Records, P ℗ 2003 A&M Records"
spotify:album:0UAAKDyRT4bLMSibfsdsVn,Private Collection,1988-11-07,Parlophone UK,"C © 1988 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 1988 Parlophone Records Ltd, a Warner Music Group Company"
spotify:album:4B9VjkR8Ti8eZ9QOrdqIbl,Outlines,2015-02-06,Hussle,"C © 2014 SpinninRecords.com, P ℗ 2014 SpinninRecords.com, under exclusive licence to Hussle Recordings, a division of Ministry of Sound Australia Pty Ltd"
spotify:album:4cdqRn65PB3wyN2Yog1nc8,Boys,2017-07-26,Atlantic Records UK,"C © 2017 Asylum Records UK, a division of Atlantic Records UK. A Warner Music Group Company., P ℗ 2017 Asylum Records UK, a division of Atlantic Records UK. A Warner Music Group Company."
spotify:album:1rm7DuO4hESibL5922Ry5A,Hepnobest,2016-06-20,Right on Records,"C 2016 Dynamic Hepnotics, P 2016 Dynamic Hepnotics"
spotify:album:2ENlJXygQX6en4iziijet6,Weathered,2001-01-01,The Bicycle Music Company,"C © 2001 The Bicycle Music Company, P ℗ 2001 The Bicycle Music Company"
spotify:album:1qf9h2hmrUi1P1cjDdRP5I,Art vs Science,2009-01-01,Magellanic,"C 2009 Art vs. Science, P 2009 Art vs. Science"
spotify:album:5MnKpoZxGlfUgDtlgoLIC8,Hymns For The Non-Believer,2007,Universal Music Australia Pty. Ltd.,"C © 2010 Below Par Records, P ℗ 2010 Below Par Records"
spotify:album:4uURz9RLc8ZSiRvcsYLFaC,positions,2020-10-23,Republic Records,"C © 2020 Republic Records, a division of UMG Recordings, Inc., P ℗ 2020 Republic Records, a division of UMG Recordings, Inc."
spotify:album:7cXnswCiASthZMBb4jKePJ,D-12 World,2004-01-01,Interscope,"C © 2004 Shady Records/Aftermath Records/Interscope Records, P ℗ 2004 Shady Records/Interscope Records"
spotify:album:4FA68GsblSfvKZZRfM1tI1,Dynasty,1979-03-23,Casablanca Records,"C © 1997 Kiss Catalog, Ltd., P ℗ 1979 The Island Def Jam Music Group"
spotify:album:4Y3GMOBk1d8K7cinxXCPPH,Blow Your Mind (Mwah),2016-08-26,Warner Records,"C © 2016 Dua Lipa Limited under exclusive license to Warner Music UK Limited, P ℗ 2016 Dua Lipa Limited under exclusive license to Warner Music UK Limited"
spotify:album:20Ol6zZ0nLlc5EGTH1zA0j,Delirium (Deluxe),2015-11-06,Polydor Records,"C © 2015 Polydor Ltd. (UK), P ℗ 2015 Polydor Ltd. (UK)"
spotify:album:0fBnUwje0l3wYbUtW9KxXu,Polyserena,2002,WM Australia,"C © 2002 Mushroom Records, P ℗ 2002 Mushroom Records"
spotify:album:69oeRoYEpSsNPGVuYRxfoB,...And Justice For All,1988-08-25,Blackened Recordings,C 1988 Blackened Recordings
spotify:album:5DDpGgEdJKpH99oD4jlvQ8,Starland Vocal Band,1976,Razor & Tie,
spotify:album:5EKQI8I9axhDzVABDLAHKY,Dance Wiv Me,2008,Universal-Island Records Ltd.,"C © 2009 Ministry Of Sound Australia Pty Ltd, P ℗ 2009 Ministry Of Sound Australia Pty Ltd"
spotify:album:2k39lnQqeIwKlYYYfTXe8Y,1000 Forms of Fear,2014-07-04,Inertia Music,"C 2014 Monkey Puzzle Records under license to Inertia Music, P 2014 Monkey Puzzle Records under license to Inertia Music"
spotify:album:5SwNGsGw1I8H361DKiYnnn,Mariah Carey,1990-06-12,Columbia,"P (P) 1990 Columbia Records, a division of Sony Music Entertainment"
spotify:album:2JItlMgM1n2GfKOmqYr8af,Rose Garden,1971,Columbia Nashville Legacy,P Originally released 1971. All rights reserved by Sony Music Entertainment
spotify:album:3cHJaB4yfLsc76jzR96OT7,Silly Weight,2021-02-19,Rachel Mintz & Dsblade,"C 2021 Rachel Mintz & Dsblade, P 2021 Rachel Mintz & Dsblade"
spotify:album:5jKMfS57mHTHzlSFGfPFxU,Save Rock And Roll,2013-04-12,Island Records,"C © 2013 The Island Def Jam Music Group, P ℗ 2013 The Island Def Jam Music Group"
spotify:album:3IeqyRPjr9OLdZgTop4Rxn,Latest & Greatest,2014-02-24,X-Ray Records,"C (C) 2014 X-Ray Records, P (P) 2014 X-Ray Records"
spotify:album:4MzuH8NMoERebcxL4x9EdR,Two Degrees,2016-11-11,WM Australia,"C © 2016 ONETWO, P ℗ 2016 ONETWO. Marketed and distributed by Warner Music Australia Pty Ltd under exclusive license"
spotify:album:6JDbYPwwj4MpAo81TkEyYv,Replicas (Remastered),1979-06-22,Beggars Banquet,"C 1998 Beggars Banquet Records Ltd, P 1998 Beggars Banquet Records Ltd"
spotify:album:0mKKqokWGSgKoL2bzdyTpd,"Yours Truly, Angry Mob",2007-01-01,Universal Music Group,"C © 2007 B-Unique Records, Under exclusive license to Polydor Records Ltd. (UK), P ℗ 2007 B-Unique Records, except Track 1, (p) 2006 B-Unique Records. Under exclusive license to Polydor Records Ltd. (UK)"
spotify:album:70f70xLCpH7wHaVvB2oZT9,Believe (Deluxe Edition),2012-06-15,RBMG/Def Jam,"C © 2012 The Island Def Jam Music Group, P ℗ 2012 The Island Def Jam Music Group"
spotify:album:7p0HJKqXo2WpApHFp1iDcI,Cover Me In Sunshine,2021-02-12,RCA Records Label,"P (P) 2021 RCA Records, a division of Sony Music Entertainment"
spotify:album:5bnxl1t9burd9a9YLBy4Ig,The Best Of 1990-2000,2002-10-31,Universal Music Group,"C © 2002 Universal International Music B.V., P ℗ 2002 Universal International Music B.V."
spotify:album:0JcW7yCW3Qj8uMfzO2lUDb,Happy Now,2018-07-18,UMGRI Interscope,"C © 2018 Interscope Records, P ℗ 2018 Interscope Records"
spotify:album:3jDDMndpwWL3yDcDQcxk7R,F*CK LOVE (SAVAGE),2020-11-04,Columbia,"P (P) 2020 Columbia Records, a Division of Sony Music Entertainment"
spotify:album:7zkjepWAvcH8fN5eisBZJk,Affirmation,2000-06-12,Universal Music Australia Pty. Ltd.,"C © 2015 JWM Pty Ltd, P This Compilation ℗ 2015 JWM Pty Ltd, Manufactured and distributed by Universal Music Australia Pty Ltd."
spotify:album:2MNwQ0qxvbMlBeWubrDZzX,V,2014-08-29,Universal Music LLC,"C (C) 2014 Interscope Records, P (P) 2014 Interscope Records"
spotify:album:6YzV3Syw4CNX3R9IaTfnSh,Midnight (The Hanging Tree),2020-01-10,Three Six Zero Recordings/Sony Music Entertainment,"P (P) 2020 Fryhide Records, under exclusive license to Three Six Zero Recordings LLC/Ministry of Sound Recordings Limited"
spotify:album:0jUGD14lMvjph6nODpnyXQ,Hi We're The Miracles,1961-01-01,Universal Music Group,"C © 1961 Motown Records, a Division of UMG Recordings, Inc., P ℗ 1961 Motown Records, a Division of UMG Recordings, Inc."
spotify:album:6uCbMWdl9Wyc7PufqGozM7,Howling,1986-01-01,Bloodlines,"C 1986 Bloodlines, P 1986 Bloodlines"
spotify:album:6L5Jb5J7NPdIPvehlI4LIb,Wild Energy 2015 (Mixed by Hard Dance Alliance),2015-02-20,Central Station Records,P 2015 Central Station Records
spotify:album:00QRaEtUaplb5qxN62o9vd,Angel in Blue Jeans,2014-06-09,Columbia,"P (P) 2014 Columbia Records, a Division of Sony Music Entertainment"
spotify:album:00tUXbwwa6LigkT63sGXSR,At Abbey Road,1997-10-13,Parlophone UK,"C © 1997 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 1997 Parlophone Records Ltd, a Warner Music Group Company"
spotify:album:6feaDkHdIJU4XtAFpSkYEb,Love Child Season 3,2016-06-24,Universal Music Australia Pty. Ltd.,"C © 2016 Universal Music Australia Pty Ltd., P This Compilation ℗ 2016 Universal Music Australia Pty Ltd."
spotify:album:2XGFQvyfebcSbYDtxPXpNE,Open Ocean,2014-11-18,Kaleb Jones,"C 2014 Kaleb Jones, P 2014 Kaleb Jones"
spotify:album:55HS4H3fehwCLdzS0ybKic,3000 Feet High,2001-01-01,Universal Music Australia Pty. Ltd.,"C © 2001 Eleven: A Music Company, P ℗ 2001 Eleven: A Music Company"
spotify:album:5Kcyh2Lgg1w045Vo2WFIBZ,The Art of Chris Farlowe (Stereo Version),1966-11-15,Charly | Immediate,"C 2018 Charly Acquisitions Ltd., P 1966 Immediate"
spotify:album:009d83fu2guwouIwqr7i9E,Shrek 2 (Original Motion Picture Soundtrack),2004-05-19,Dreamworks - Shrek II,"C © 2004 Dreamworks Records, P This Compilation ℗ 2004 Dreamworks Records"
spotify:album:6P6YSjfWz53suf41Bqt9BH,The Best Of Cutting Crew,1993-01-01,EMI Gold,"C © 2003 Virgin Records Limited, P This Compilation ℗ 1993 Virgin Records Limited"
spotify:album:5mcbAoGZJoZjeRlwtbiccg,Collected,2018-06-06,Fable Records,"C 2018 Bootleg Records, P 2018 Southern Cross Music Pty Limited"
spotify:album:43HSSJjbIgaVjhNibDE8OP,Everything Is True,2009-01-01,Capitol Records,"C © 2009 Paul Dempsey, P ℗ 2009 Paul Dempsey"
spotify:album:1m8ybrw0umxg8FbBC3pH7K,New Gold Dream (81/82/83/84),1982-09-13,Parlophone Catalogue,"C © 2003 Virgin Records Limited, P ℗ 2003 Virgin Records Limited"
spotify:album:1D7E2EHMoQM3nP9drEwv7o,Ken Dodd,1991,Parlophone UK,"C © 1991 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 1991 Parlophone Records Ltd, a Warner Music Group Company"
spotify:album:3BCMpDOcQlbCZpf5vnTadZ,When The World Comes Down,2008-01-01,Interscope,"C © 2008 DGC/Interscope Records, P ℗ 2008 DGC/Interscope Records"
spotify:album:1oWxRkI4V9d3hH3PqWpx9H,Backstreet Boys,1996-05-06,Jive,P (P) 1996 Sony Music Entertainment
spotify:album:7HoaC5xw6TEBJqZCcBW3Cl,If It Ain't Love,2016-04-01,Beluga Heights/Warner Records,"C © 2016 Warner Records Inc., P ℗ 2016 Warner Records Inc."
spotify:album:10xgy5KkSpP3prnygQmFoN,WANT (Deluxe),2009-01-16,Photo Finish Records ADA Distributed,"C © 2008 Photo Finish Records, LLC. All Rights Reserved. Manufactured and Distributed by Atlantic Recording Corporation, a Warner Music Group Company, P ℗ 2008 Photo Finish Records, LLC. All Rights Reserved. Manufactured and Distributed by Atlantic Recording Corporation, a Warner Music Group Company"
spotify:album:3B8J3BMp7lMA5YR5bUXHGK,Flames,2018-03-22,Parlophone (France),"C © 2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company, P ℗ 2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company"
spotify:album:05eBedkqgXKAqcsLPXtFh7,The Best of Ray Charles,2009-05-12,Gazell Records,"C 2009 Gazell Records AB, P 2009 Gazell Records AB"
spotify:album:4dlDcUJ8k8U9LTqTSVznMX,J'Aime - Mamy Blue,1970-01-01,Universal Music Division Barclay,"C © 2014 Barclay, P ℗ 1970 Barclay"
spotify:album:7z6LqzGLGd6tnWvsH9iojB,Blue,1999-11-23,Elektra Records,"C © 1999 Elektra Entertainment Group Inc. for the United States and WEA International Inc. for the world outside of the United States, P ℗ 1999 Elektra Entertainment Group Inc. for the United States and WEA International Inc. for the world outside of the United States."
spotify:album:39qsmsNRXjVaFqTZj9af0j,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],2021-01-15,Ministry of Sound Recordings,P (P) 2021 Ministry of Sound Recordings Limited
